Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
West Gear,1128299,2020-02-12,West,Nevada,Las Vegas,Women's Apparel,78.0,145.0,1131,339,Online
Sports Direct,1197831,2021-04-13,South,Tennessee,Knoxville,Men's Apparel,43.0,145.0,624,299,Online
Foot Locker,1185732,2021-07-02,Midwest,Nebraska,Omaha,Men's Street Footwear,41.0,145.0,595,315,Online
Sports Direct,1197831,2021-09-04,South,Alabama,Birmingham,Men's Apparel,49.0,145.0,711,391,Online
Sports Direct,1197831,2021-10-10,South,Alabama,Birmingham,Men's Apparel,58.0,145.0,841,471,Online
Sports Direct,1128299,2021-12-09,West,Hawaii,Honolulu,Women's Athletic Footwear,73.0,145.0,1059,370,Online
West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Women's Athletic Footwear,37.0,145.0,537,220,Online
Kohl's,1185732,2021-01-14,Northeast,New York,Albany,Men's Apparel,49.0,145.0,711,320,Online
Kohl's,1185732,2021-02-12,Northeast,New York,Albany,Men's Athletic Footwear,37.0,145.0,537,220,Online
Kohl's,1185732,2021-02-12,West,Wyoming,Cheyenne,Men's Apparel,47.0,145.0,682,279,Online
Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Women's Street Footwear,28.0,145.0,406,187,Online
Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Women's Street Footwear,39.0,145.0,566,277,Online
Foot Locker,1185732,2021-12-10,West,Wyoming,Cheyenne,Men's Apparel,54.0,145.0,783,352,Online
Sports Direct,1185732,2021-09-15,Midwest,Michigan,Detroit,Women's Street Footwear,34.0,145.0,493,207,Online
Sports Direct,1185732,2021-11-16,Midwest,Michigan,Detroit,Men's Athletic Footwear,42.0,145.0,609,335,Online
West Gear,1185732,2021-12-10,West,Utah,Salt Lake City,Men's Athletic Footwear,28.0,145.0,406,199,Online
West Gear,1128299,2021-05-25,West,Oregon,Portland,Men's Street Footwear,48.0,145.0,696,313,Online
West Gear,1128299,2021-09-18,South,Louisiana,New Orleans,Men's Street Footwear,43.0,145.0,624,343,Online
Foot Locker,1128299,2021-03-22,West,Arizona,Phoenix,Men's Street Footwear,37.0,145.0,537,252,Online
Foot Locker,1128299,2021-10-23,West,Arizona,Phoenix,Men's Athletic Footwear,47.0,145.0,682,361,Online
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Men's Apparel,57.0,145.0,827,355,Online
Sports Direct,1128299,2021-12-25,West,New Mexico,Albuquerque,Women's Athletic Footwear,55.0,145.0,798,367,Online
Sports Direct,1128299,2021-02-13,West,New Mexico,Albuquerque,Men's Street Footwear,29.0,145.0,421,223,Online
Walmart,1185732,2021-10-18,South,Mississippi,Jackson,Men's Athletic Footwear,25.0,145.0,363,163,Online
Kohl's,1197831,2021-10-14,Midwest,Kansas,Wichita,Men's Street Footwear,29.0,145.0,421,193,Online
Foot Locker,1185732,2021-02-06,Midwest,North Dakota,Fargo,Men's Street Footwear,28.0,145.0,406,179,Online
Foot Locker,1185732,2021-07-13,Northeast,Delaware,Wilmington,Women's Apparel,55.0,145.0,798,399,Online
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Men's Street Footwear,52.0,145.0,754,347,Online
Sports Direct,1197831,2021-10-07,South,Texas,Dallas,Women's Athletic Footwear,30.0,145.0,435,235,Outlet
West Gear,1128299,2020-01-09,West,Nevada,Las Vegas,Men's Athletic Footwear,35.0,145.0,508,157,Outlet
West Gear,1128299,2020-02-04,West,Nevada,Las Vegas,Women's Athletic Footwear,47.0,145.0,682,307,Outlet
West Gear,1128299,2020-03-16,West,Nevada,Las Vegas,Men's Athletic Footwear,31.0,145.0,450,112,Outlet
Sports Direct,1197831,2021-03-27,South,Tennessee,Knoxville,Women's Apparel,25.0,145.0,363,221,Outlet
West Gear,1128299,2021-11-24,West,Oregon,Portland,Men's Apparel,50.0,145.0,725,334,Outlet
Foot Locker,1128299,2021-01-23,West,Idaho,Boise,Women's Street Footwear,31.0,145.0,450,175,Outlet
Foot Locker,1128299,2021-07-22,West,Arizona,Phoenix,Men's Apparel,40.0,145.0,580,215,Outlet
Foot Locker,1128299,2021-07-22,West,Arizona,Phoenix,Women's Apparel,46.0,145.0,667,200,Outlet
Foot Locker,1128299,2021-09-24,West,Arizona,Phoenix,Women's Street Footwear,34.0,145.0,493,182,Outlet
Kohl's,1128299,2021-09-27,West,New Mexico,Albuquerque,Women's Athletic Footwear,37.0,145.0,537,220,Outlet
Kohl's,1128299,2021-09-27,West,New Mexico,Albuquerque,Men's Apparel,40.0,145.0,580,203,Outlet
Sports Direct,1128299,2021-05-14,Southeast,Georgia,Atlanta,Women's Street Footwear,40.0,145.0,580,226,Outlet
Sports Direct,1128299,2021-11-13,Southeast,Georgia,Atlanta,Women's Street Footwear,39.0,145.0,566,226,Outlet
Walmart,1185732,2021-09-16,South,Mississippi,Jackson,Women's Street Footwear,15.0,145.0,218,102,Outlet
Walmart,1197831,2021-02-21,South,Arkansas,Little Rock,Women's Apparel,16.0,145.0,232,97,Outlet
Walmart,1197831,2021-05-19,South,Arkansas,Little Rock,Women's Apparel,33.0,145.0,479,225,Outlet
Amazon,1185732,2021-07-10,Northeast,Vermont,Burlington,Men's Athletic Footwear,42.0,145.0,609,305,Outlet
Amazon,1185732,2021-12-10,Northeast,Vermont,Burlington,Women's Apparel,60.0,145.0,870,409,Outlet
Amazon,1185732,2021-08-18,Northeast,New Hampshire,Manchester,Women's Apparel,46.0,145.0,667,247,Outlet
Foot Locker,1185732,2021-06-12,Midwest,Illinois,Chicago,Men's Street Footwear,47.0,144.0,677,372,Online
Sports Direct,1197831,2021-10-06,South,Texas,Dallas,Women's Street Footwear,41.0,144.0,590,307,Online
West Gear,1128299,2020-04-15,West,Colorado,Denver,Men's Athletic Footwear,59.0,144.0,850,425,Online
West Gear,1128299,2020-07-05,West,Washington,Seattle,Men's Apparel,77.0,144.0,1109,388,Online
Sports Direct,1197831,2021-09-19,South,Alabama,Birmingham,Men's Athletic Footwear,50.0,144.0,720,454,Online
Sports Direct,1197831,2021-10-02,South,Alabama,Birmingham,Women's Street Footwear,43.0,144.0,619,396,Online
Amazon,1185732,2021-11-05,Northeast,Maine,Portland,Men's Street Footwear,52.0,144.0,749,337,Online
Walmart,1128299,2021-10-17,Southeast,Florida,Orlando,Men's Athletic Footwear,59.0,144.0,850,323,Online
West Gear,1185732,2021-06-10,Northeast,New York,Albany,Women's Athletic Footwear,49.0,144.0,706,289,Online
West Gear,1185732,2021-11-09,Northeast,New York,Albany,Women's Athletic Footwear,47.0,144.0,677,271,Online
Sports Direct,1185732,2021-08-16,Midwest,Michigan,Detroit,Women's Street Footwear,42.0,144.0,605,254,Online
Foot Locker,1185732,2021-04-18,Midwest,Missouri,St. Louis,Men's Street Footwear,33.0,144.0,475,247,Online
Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,27.0,144.0,389,163,Online
Sports Direct,1185732,2021-04-03,Southeast,North Carolina,Charlotte,Women's Street Footwear,20.0,144.0,288,158,Online
Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Women's Apparel,71.0,144.0,1022,624,Online
Kohl's,1197831,2021-06-14,Midwest,Kansas,Wichita,Men's Street Footwear,37.0,144.0,533,266,Online
Foot Locker,1185732,2021-02-15,Northeast,Maryland,Baltimore,Men's Street Footwear,39.0,144.0,562,281,Online
Kohl's,1185732,2021-03-06,Northeast,New Jersey,Newark,Men's Street Footwear,32.0,144.0,461,212,Online
West Gear,1128299,2020-02-21,West,Nevada,Las Vegas,Women's Street Footwear,46.0,144.0,662,272,Outlet
Sports Direct,1197831,2021-08-12,South,Alabama,Birmingham,Women's Apparel,27.0,144.0,389,222,Outlet
Sports Direct,1197831,2021-08-15,South,Alabama,Birmingham,Women's Street Footwear,20.0,144.0,288,147,Outlet
Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,36.0,144.0,518,202,Outlet
Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Women's Apparel,61.0,144.0,878,351,Outlet
Foot Locker,1185732,2021-12-09,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,62.0,143.0,887,532,Online
West Gear,1128299,2020-01-20,West,Nevada,Las Vegas,Men's Street Footwear,58.0,143.0,829,423,Online
West Gear,1128299,2020-02-09,West,Nevada,Las Vegas,Women's Street Footwear,61.0,143.0,872,462,Online
West Gear,1128299,2020-04-23,West,Colorado,Denver,Women's Athletic Footwear,61.0,143.0,872,454,Online
West Gear,1128299,2020-04-28,West,Colorado,Denver,Women's Street Footwear,67.0,143.0,958,546,Online
Kohl's,1189833,2021-02-04,Midwest,Montana,Billings,Women's Street Footwear,44.0,143.0,629,371,Online
Kohl's,1189833,2021-02-07,Midwest,Montana,Billings,Women's Apparel,58.0,143.0,829,290,Online
Kohl's,1189833,2021-03-07,Midwest,Montana,Billings,Women's Athletic Footwear,43.0,143.0,615,314,Online
Sports Direct,1197831,2021-09-29,South,Alabama,Birmingham,Women's Apparel,36.0,143.0,515,386,Online
Sports Direct,1197831,2021-10-09,South,Alabama,Birmingham,Women's Athletic Footwear,63.0,143.0,901,676,Online
Amazon,1185732,2021-11-17,Northeast,Maine,Portland,Men's Street Footwear,51.0,143.0,729,357,Online
Foot Locker,1128299,2021-02-10,West,Alaska,Anchorage,Men's Street Footwear,33.0,143.0,472,170,Online
Foot Locker,1128299,2021-05-11,West,Hawaii,Honolulu,Women's Apparel,69.0,143.0,987,543,Online
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Women's Athletic Footwear,77.0,143.0,1101,462,Online
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Men's Apparel,74.0,143.0,1058,328,Online
Kohl's,1185732,2021-02-12,Northeast,New York,Albany,Women's Street Footwear,29.0,143.0,415,203,Online
Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Women's Street Footwear,38.0,143.0,543,245,Online
Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Men's Apparel,51.0,143.0,729,299,Online
Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Men's Street Footwear,38.0,143.0,543,255,Online
Sports Direct,1185732,2021-03-15,Midwest,Michigan,Detroit,Women's Apparel,33.0,143.0,472,326,Online
Sports Direct,1185732,2021-07-15,Midwest,Michigan,Detroit,Men's Apparel,54.0,143.0,772,394,Online
Foot Locker,1185732,2021-12-15,Midwest,Michigan,Detroit,Men's Apparel,55.0,143.0,787,409,Online
Foot Locker,1185732,2021-08-18,Midwest,Missouri,St. Louis,Men's Athletic Footwear,38.0,143.0,543,250,Online
West Gear,1185732,2021-01-11,Midwest,Missouri,St. Louis,Women's Street Footwear,14.0,143.0,200,94,Online
West Gear,1128299,2021-12-23,West,Oregon,Portland,Women's Athletic Footwear,67.0,143.0,958,431,Online
West Gear,1197831,2021-01-05,South,Louisiana,New Orleans,Women's Apparel,34.0,143.0,486,292,Online
West Gear,1197831,2021-06-04,West,Idaho,Boise,Women's Athletic Footwear,48.0,143.0,686,405,Online
Foot Locker,1128299,2021-02-23,West,Idaho,Boise,Men's Street Footwear,29.0,143.0,415,207,Online
Kohl's,1128299,2021-08-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,55.0,143.0,787,370,Online
Kohl's,1128299,2021-09-27,West,New Mexico,Albuquerque,Women's Street Footwear,46.0,143.0,658,309,Online
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Women's Apparel,67.0,143.0,958,364,Online
Amazon,1185732,2021-02-11,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,33.0,143.0,472,236,Online
Amazon,1185732,2021-02-11,Midwest,Ohio,Columbus,Women's Apparel,29.0,143.0,415,253,Online
Amazon,1185732,2021-05-09,Midwest,Ohio,Columbus,Women's Street Footwear,39.0,143.0,558,284,Online
Amazon,1185732,2021-05-09,Midwest,Ohio,Columbus,Women's Apparel,53.0,143.0,758,485,Online
Foot Locker,1185732,2021-06-18,South,Mississippi,Jackson,Women's Street Footwear,41.0,143.0,586,322,Online
Walmart,1197831,2021-08-20,South,Arkansas,Little Rock,Women's Apparel,50.0,143.0,715,372,Online
West Gear,1197831,2021-11-20,South,Arkansas,Little Rock,Men's Street Footwear,24.0,143.0,343,172,Online
Kohl's,1197831,2021-05-12,Midwest,Kansas,Wichita,Men's Street Footwear,36.0,143.0,515,232,Online
West Gear,1185732,2021-09-04,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,33.0,143.0,472,193,Online
West Gear,1185732,2021-04-17,Northeast,West Virginia,Charleston,Men's Street Footwear,27.0,143.0,386,197,Online
Sports Direct,1185732,2021-07-03,Northeast,Connecticut,Hartford,Women's Apparel,56.0,143.0,801,384,Online
Foot Locker,1185732,2021-08-07,Northeast,Rhode Island,Providence,Men's Street Footwear,46.0,143.0,658,316,Online
Sports Direct,1197831,2021-08-19,South,Texas,Dallas,Women's Street Footwear,27.0,143.0,386,135,Outlet
Foot Locker,1185732,2021-12-27,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,53.0,143.0,758,462,Outlet
Sports Direct,1197831,2021-03-21,South,Tennessee,Knoxville,Women's Apparel,28.0,143.0,400,224,Outlet
Sports Direct,1197831,2021-04-25,South,Tennessee,Knoxville,Men's Apparel,35.0,143.0,501,225,Outlet
Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Women's Street Footwear,33.0,143.0,472,184,Outlet
West Gear,1128299,2021-03-23,West,Oregon,Portland,Men's Street Footwear,28.0,143.0,400,160,Outlet
West Gear,1128299,2021-08-17,South,Louisiana,New Orleans,Women's Athletic Footwear,55.0,143.0,787,370,Outlet
Foot Locker,1128299,2021-06-23,West,Arizona,Phoenix,Men's Athletic Footwear,36.0,143.0,515,216,Outlet
Foot Locker,1128299,2021-12-12,Southeast,Georgia,Atlanta,Women's Athletic Footwear,40.0,143.0,572,246,Outlet
Walmart,1185732,2021-07-16,South,Mississippi,Jackson,Women's Athletic Footwear,33.0,143.0,472,203,Outlet
Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Women's Athletic Footwear,41.0,143.0,586,276,Outlet
West Gear,1197831,2021-06-21,South,Oklahoma,Oklahoma City,Women's Apparel,40.0,143.0,572,240,Outlet
Sports Direct,1197831,2021-09-26,South,Texas,Dallas,Men's Apparel,53.0,142.0,753,361,Online
Sports Direct,1197831,2021-04-06,South,Tennessee,Knoxville,Women's Athletic Footwear,27.0,142.0,383,230,Online
Foot Locker,1128299,2021-08-10,West,Hawaii,Honolulu,Women's Athletic Footwear,67.0,142.0,951,362,Online
Sports Direct,1128299,2021-12-09,West,Hawaii,Honolulu,Women's Apparel,89.0,142.0,1264,632,Online
Foot Locker,1128299,2021-06-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,72.0,142.0,1022,501,Online
Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Men's Athletic Footwear,51.0,142.0,724,355,Online
Sports Direct,1185732,2021-08-16,Midwest,Michigan,Detroit,Women's Athletic Footwear,34.0,142.0,483,217,Online
Foot Locker,1185732,2021-06-18,Midwest,Missouri,St. Louis,Women's Apparel,42.0,142.0,596,388,Online
West Gear,1128299,2021-10-24,West,Oregon,Portland,Men's Athletic Footwear,50.0,142.0,710,327,Online
West Gear,1128299,2021-04-17,South,Louisiana,New Orleans,Men's Street Footwear,48.0,142.0,682,354,Online
Sports Direct,1197831,2021-10-04,West,Idaho,Boise,Women's Apparel,42.0,142.0,596,394,Online
Foot Locker,1197831,2021-12-04,West,Idaho,Boise,Women's Athletic Footwear,59.0,142.0,838,545,Online
Foot Locker,1128299,2021-07-22,West,Arizona,Phoenix,Men's Athletic Footwear,50.0,142.0,710,362,Online
Kohl's,1128299,2021-08-26,West,New Mexico,Albuquerque,Women's Street Footwear,58.0,142.0,824,379,Online
Sports Direct,1128299,2021-04-13,Southeast,Georgia,Atlanta,Men's Street Footwear,45.0,142.0,639,326,Online
Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Women's Street Footwear,52.0,142.0,738,354,Online
Sports Direct,1128299,2021-10-13,Southeast,Georgia,Atlanta,Men's Athletic Footwear,47.0,142.0,667,347,Online
Sports Direct,1185732,2021-02-04,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,29.0,142.0,412,206,Online
Amazon,1185732,2021-06-11,Midwest,Ohio,Columbus,Women's Street Footwear,49.0,142.0,696,376,Online
West Gear,1185732,2021-12-09,Midwest,Ohio,Columbus,Men's Apparel,68.0,142.0,966,473,Online
Amazon,1185732,2021-06-22,Southeast,Kentucky,Louisville,Men's Street Footwear,36.0,142.0,511,256,Online
Foot Locker,1185732,2021-01-20,Southeast,Kentucky,Louisville,Men's Athletic Footwear,29.0,142.0,412,185,Online
Walmart,1185732,2021-07-16,South,Mississippi,Jackson,Women's Street Footwear,48.0,142.0,682,341,Online
West Gear,1197831,2021-07-19,South,Oklahoma,Oklahoma City,Women's Apparel,61.0,142.0,866,468,Online
Foot Locker,1185732,2021-09-13,Northeast,Delaware,Wilmington,Men's Street Footwear,50.0,142.0,710,348,Online
Sports Direct,1185732,2021-05-03,Northeast,Connecticut,Hartford,Men's Street Footwear,54.0,142.0,767,391,Online
Amazon,1185732,2021-03-10,Northeast,Vermont,Burlington,Men's Street Footwear,44.0,142.0,625,375,Online
West Gear,1185732,2021-03-02,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,19.0,141.0,268,110,Online
West Gear,1128299,2020-11-11,West,California,San Francisco,Men's Apparel,50.0,140.0,700,427,Online
Sports Direct,1197831,2021-08-22,South,Texas,Dallas,Women's Apparel,32.0,140.0,448,251,Online
West Gear,1128299,2020-04-30,West,Colorado,Denver,Men's Apparel,74.0,140.0,1036,756,Online
Sports Direct,1197831,2021-05-19,South,Tennessee,Knoxville,Men's Apparel,50.0,140.0,700,350,Online
Amazon,1185732,2021-10-18,Northeast,Maine,Portland,Men's Street Footwear,38.0,140.0,532,261,Online
Walmart,1128299,2021-11-10,West,Hawaii,Honolulu,Women's Apparel,82.0,140.0,1148,597,Online
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Men's Street Footwear,58.0,140.0,812,325,Online
Kohl's,1185732,2021-04-11,West,Wyoming,Cheyenne,Men's Athletic Footwear,39.0,140.0,546,246,Online
Kohl's,1185732,2021-06-12,West,Wyoming,Cheyenne,Women's Athletic Footwear,38.0,140.0,532,250,Online
Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Men's Apparel,47.0,140.0,658,270,Online
West Gear,1128299,2021-02-17,West,Oregon,Portland,Men's Street Footwear,33.0,140.0,462,245,Online
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Women's Apparel,69.0,140.0,966,367,Online
Kohl's,1128299,2021-11-26,West,New Mexico,Albuquerque,Women's Apparel,72.0,140.0,1008,393,Online
Sports Direct,1185732,2021-04-03,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,24.0,140.0,336,181,Online
Amazon,1185732,2021-06-11,Midwest,Ohio,Columbus,Women's Athletic Footwear,49.0,140.0,686,350,Online
Amazon,1185732,2021-11-10,Midwest,Ohio,Columbus,Men's Athletic Footwear,24.0,140.0,336,151,Online
Foot Locker,1185732,2021-05-16,South,Mississippi,Jackson,Women's Apparel,47.0,140.0,658,421,Online
West Gear,1197831,2021-12-19,South,Arkansas,Little Rock,Men's Athletic Footwear,54.0,140.0,756,355,Online
Kohl's,1197831,2021-07-12,Midwest,Kansas,Wichita,Women's Apparel,60.0,140.0,840,412,Online
Sports Direct,1185732,2021-12-11,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,58.0,140.0,812,374,Online
West Gear,1185732,2021-02-03,Midwest,Iowa,Des Moines,Men's Street Footwear,29.0,140.0,406,166,Online
West Gear,1185732,2021-01-10,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,32.0,140.0,448,233,Online
Sports Direct,1185732,2021-02-15,Northeast,Rhode Island,Providence,Men's Street Footwear,36.0,140.0,504,207,Online
Kohl's,1189833,2021-03-17,West,California,Los Angeles,Men's Apparel,40.0,140.0,560,319,Outlet
Kohl's,1189833,2021-04-17,West,California,Los Angeles,Men's Apparel,38.0,140.0,532,314,Outlet
Sports Direct,1197831,2021-08-26,South,Texas,Dallas,Women's Athletic Footwear,26.0,140.0,364,171,Outlet
Foot Locker,1185732,2021-11-09,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,35.0,140.0,490,279,Outlet
West Gear,1128299,2020-01-04,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,36.0,140.0,504,237,Outlet
West Gear,1128299,2020-01-10,West,Nevada,Las Vegas,Women's Street Footwear,31.0,140.0,434,187,Outlet
West Gear,1128299,2020-01-13,West,Nevada,Las Vegas,Women's Apparel,31.0,140.0,434,100,Outlet
West Gear,1128299,2020-01-31,West,Nevada,Las Vegas,Women's Apparel,54.0,140.0,756,242,Outlet
West Gear,1128299,2020-02-10,West,Nevada,Las Vegas,Women's Athletic Footwear,46.0,140.0,644,270,Outlet
West Gear,1128299,2020-02-24,West,Nevada,Las Vegas,Women's Apparel,54.0,140.0,756,159,Outlet
West Gear,1128299,2020-03-05,West,Nevada,Las Vegas,Women's Street Footwear,44.0,140.0,616,259,Outlet
Sports Direct,1197831,2021-03-18,South,Tennessee,Knoxville,Women's Street Footwear,23.0,140.0,322,126,Outlet
Sports Direct,1197831,2021-05-13,South,Tennessee,Knoxville,Men's Apparel,43.0,140.0,602,277,Outlet
Foot Locker,1185732,2021-05-21,South,Tennessee,Knoxville,Men's Street Footwear,27.0,140.0,378,166,Outlet
Sports Direct,1197831,2021-09-15,South,Alabama,Birmingham,Women's Athletic Footwear,37.0,140.0,518,332,Outlet
